1000           958            972            
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
1000           1000           1000           
