10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
10             20             30
25             50             75
12             25             40
2              4              6
5              10             20
1              2              3
100            500            1000
50             100            250
75             150            300
500            1000           2000
